AuthorName,AuthorID,AffiliationName,AffiliationID,TopPaperCount
nir piterman,01C92BF7,university of leicester,09287CDD,20
xavier leroy,26164315,french institute for research in computer science and automation,4F10C1EB,20
peter g neumann,7EE60F10,sri international,4D634C00,20
ellen isaacs,76166AAD,parc,0A575E93,20
shivnath babu,82C3084A,duke university,0A2FAFA5,20
rui yan,7DB673F9,peking university,0134B592,20
miguel a otaduy,7F7C0AC0,university of north carolina at chapel hill,06CBEAA9,20
nathan keller,798A4644,institute of mathematics,074492CB,20
jonathan m mccune,7EA66F42,carnegie mellon university,0477FFD3,20
yuri gurevich,8064DF2D,microsoft,4CE6FC2D,20
david cohn,804D6661,massachusetts institute of technology,03D00B37,20
alan murray,81E91A4F,university of edinburgh,05E1B1D9,20
erik stolterman,05741348,indiana university bloomington,09DC92C5,20
wang yi,7EA00322,uppsala university,075ABF1F,20
thomas karagiannis,7D741639,microsoft,4CE6FC2D,20
jeremy g siek,05C44AE3,university of colorado boulder,0B3CDF24,20
andreas dietrich,7F1E10D1,saarland university,05776AD7,20
yong cui,7EA4E305,tsinghua university,05E79D01,20
hanwei shen,7F54B90B,ohio state university,031EE95E,20
jeandaniel fekete,80723561,french institute for research in computer science and automation,4F10C1EB,20
soung chang liew,80E914C0,the chinese university of hong kong,0A97E0C1,19
roni yagel,0E09E895,ohio state university,031EE95E,19
anders sogaard,7D34DA6A,university of copenhagen,0764F090,19
qixing huang,811D250B,stanford university,05C86094,19
axel legay,7CDB1E00,french institute for research in computer science and automation,4F10C1EB,19
victor c m leung,29083198,university of british columbia,0875EA92,19
xin wang,851EAA12,stony brook university,038CB6F6,19
li zhang,7E3A4EF7,ibm,4FF45383,19
chris buckley,7DD8F3DC,cornell university,0C4400FF,19
kurt maly,2AEBDEEE,old dominion university,04D98949,19
jose miguel hernandezlobato,3F47E684,autonomous university of madrid,03CAFC05,19
daniel f keefe,7E5075B6,university of minnesota,07C34834,19
janet e burge,80CD7303,miami university,04F77DC2,19
lachlan l h andrew,7D642D9E,swinburne university of technology,03672BD5,19
hiroyuki kitagawa,7EA8E565,university of tsukuba,08B9DFEF,19
haruo takemura,821F88C4,osaka university,05DBB954,19
h luo,80ED1B01,university of edinburgh,05E1B1D9,19
george furnas,786432B3,university of michigan school of information,04FD6759,19
david molnar,77497F88,microsoft,4CE6FC2D,19
george p copeland,836320C1,monroe community college,0527E2AB,19
alvin m despain,80395C34,university of southern california,0011EAC4,19
yoshinori hara,81154EB4,nec,070DD5D4,19
lawrence a rowe,85ABCCE1,university of california berkeley,05B090CE,19
dejan kostic,74A29FA2,ecole polytechnique federale de lausanne,004E3300,19
michael d harrison,815C2E49,university of york,031AFA6D,19
tatjun chin,76E22AA7,university of adelaide,0056B275,19
nikos komodakis,11DF3FF0,university of crete,08802AB2,19
mubarak shah,80DFFC20,university of central florida,0653F611,19
mauricio hernandez,7E378A7E,ibm,4FF45383,19
shiqiang yang,7ECA3CAF,tsinghua university,05E79D01,19
padhraic smyth,7F612BC9,university of california irvine,0C2C9DD2,19
zenglin xu,80ABE0C5,the chinese university of hong kong,0A97E0C1,19
siwei lyu,7AF25FAD,university at albany suny,0005FC5A,19
jan vondrak,109342C4,ibm,4FF45383,19
william m wells,7D9BBA44,harvard medical school,08B4B7FF,19
francois faure,80003362,centre national de la recherche scientifique,4D2B1EE6,19
michael stark,7D292199,max planck society,08EF476D,19
kuanta chen,801AE3A9,academia sinica,050BB43F,19
grzegorz kondrak,13B7FEAA,university of alberta,093456D7,19
jianping fan,7D5B9BF1,university of north carolina at charlotte,0616AB9C,19
uriel feige,7C72EF28,weizmann institute of science,03376F29,19
mark johnson,7EADAD34,brown university,01A842AA,19
samir r das,80814C18,stony brook university,038CB6F6,19
bohyung han,7E06CB9F,pohang university of science and technology,0762929E,19
santosh pande,7DA37D71,georgia institute of technology,07CA5884,19
john williamson,7E5C9791,university of glasgow,00784876,19
michel x goemans,27CBA357,massachusetts institute of technology,03D00B37,19
isaac cohen,7F77328C,university of southern california,0011EAC4,19
chris peikert,4A760B20,georgia institute of technology,07CA5884,19
w b croft,733A2AD2,university of massachusetts amherst,01776B6C,19
li cheng,8160FEA9,agency for science technology and research,06DE3FEB,19
alessandro saffiotti,2B2E17F3,orebro university,01936685,19
liefeng bo,7ED10BEC,xidian university,08EAA2CB,19
sanqi li,8632A902,university of texas at austin,05282E0D,19
nuttapong chentanez,854A8039,nvidia,4DBAC46F,19
haizhou ai,7E036F1B,tsinghua university,05E79D01,19
luca de alfaro,7EEB746D,university of california santa cruz,0B08755E,19
koushik kar,7FEE4DE3,rensselaer polytechnic institute,09E1E653,19
xiaodong he,7D91AB65,microsoft,4CE6FC2D,19
mario sznaier,78F6562A,pennsylvania state university,07CB626B,19
s roth,7FBE72C5,carnegie mellon university,0477FFD3,19
ali farhadi,767FDAF6,university of illinois at urbana champaign,0966B229,19
susan p wyche,28C3163D,georgia institute of technology,07CA5884,19
prasad m deshpande,7F48878A,ibm,4FF45383,19
wenchao zhou,7DD53324,university of pennsylvania,04BE3F72,19
brian noble,7D6D7D85,university of michigan,01A8C383,19
michael l littman,74157DF7,rutgers university,06194FDE,19
michael a peshkin,0F22A54A,northwestern university,06ACAD91,19
forrest shull,811C54C1,fraunhofer society,004B1FBC,19
shelly farnham,2B159F2F,microsoft,4CE6FC2D,19
mary k vernon,8557C361,university of wisconsin madison,0810AAFA,18
inderpal singh mumick,06B5D351,at t,4C7A9B63,18
raphael rom,7D8882F4,technion israel institute of technology,0A63B3A3,18
daji qiao,8174F843,iowa state university,0A5DAC76,18
walter binder,8311B7C2,university of lugano,0368D319,18
yu sasaki,852A10D5,university of electro communications,0139433B,18
yves grandvalet,0176FA44,centre national de la recherche scientifique,4D2B1EE6,18
arnon amir,8150A169,ibm,4FF45383,18
lloyd rutledge,7ED69735,college of western idaho,2BECA4ED,18
douglas b lenat,8554E8D1,stanford university,05C86094,18
kalervo jarvelin,033B8DC1,university of tampere,09F18F79,18
siaucheng khoo,815694AE,national university of singapore,09E3EE34,18
xiaoming liu,82D81E0D,ge global research,09F90C50,18
james aspnes,79C923E3,yale university,01F71AD0,18
daniel rueckert,81492EFB,imperial college london,02D4EDF8,18
raghav kaushik,80AD1FC1,microsoft,4CE6FC2D,18
michael a bender,84A71950,stony brook university,038CB6F6,18
srihari nelakuditi,01166E1A,university of south carolina,09490884,18
fred a hamprecht,0D35D429,heidelberg university,0D57443D,18
isabelle guyon,7B02D320,university of california berkeley,05B090CE,18
mirek riedewald,7EDCB657,cornell university,0C4400FF,18
nathan a carr,80F60B47,adobe systems,4DDE3B69,18
danny h k tsang,2BDEC918,hong kong university of science and technology,0BF77E37,18
ling huang,800B08F4,intel,500F4F9C,18
luc florack,79ABB16E,eindhoven university of technology,04F2C66A,18
ji?i matousek,7F8D9CB5,charles university in prague,01444027,18
juris hartmanis,13866774,cornell university,0C4400FF,18
david sontag,80F705B7,new york university,0368E8BE,18
christoph treude,117C3207,university of victoria,0CA4B187,18
abdur chowdhury,804F9F03,illinois institute of technology,0AC9113B,18
masashi toyoda,7DF2EBFC,university of tokyo,04756336,18
matt jones,809E4921,swansea university,025C0B1D,18
mike papazoglou,7D0AE5A4,tilburg university,0B8BA2BB,18
niels christian nilsson,80F14FA7,aalborg university copenhagen,06DA7DC2,18
l darrell whitley,71F4B11E,colorado state university,0582A04E,18
leonid g kazovsky,019AD3F9,stanford university,05C86094,18
frans kaashoek,4E81773D,massachusetts institute of technology,03D00B37,18
lorenzo alvisi,4E2D9121,university of texas at austin,05282E0D,18
darren gergle,77647FDF,northwestern university,06ACAD91,18
j k aggarwal,82F0C9F0,university of texas at austin,05282E0D,18
ryan schmidt,803C3DF2,university of toronto,0B0ADEB6,18
daniela florescu,7A046857,eth zurich,021CC5D8,18
michail vlachos,7FEB7A83,ibm,4FF45383,18
yuval elovici,10F24683,ben gurion university of the negev,07679147,18
jiri matas,7CEFE0B8,czech technical university in prague,02A71496,18
timothy g griffin,7FBB2535,university of cambridge,0003B055,18
aamer jaleel,7DF4AA73,intel,500F4F9C,18
leonardo bonanni,790064B5,massachusetts institute of technology,03D00B37,18
ian h witten,80F39323,university of waikato,031C31BE,18
zvika brakerski,13C19334,weizmann institute of science,03376F29,18
ada waichee fu,8113B359,the chinese university of hong kong,0A97E0C1,18
marco canini,7BF33803,ecole polytechnique federale de lausanne,004E3300,18
kentaro inui,7C431E3C,nara institute of science and technology,04866877,18
bruce jacob,7D1FCAD4,university of maryland college park,03FD8454,18
christina lioma,6085B7A4,university of glasgow,00784876,18
alex samorodnitsky,112F6C80,hebrew university of jerusalem,0BC1D058,18
anindya banerjee,7E938E79,kansas state university,0B4CEC90,18
jeffrey c mogul,784ED974,university of michigan,01A8C383,18
christof koch,824E371A,california institute of technology,074BDB0A,18
kenji doya,047C3A58,okinawa institute of science and technology,08807A39,18
michael j freedman,7FCB5BB6,princeton university,01328BF3,18
abbas edalat,0962D5F3,imperial college london,02D4EDF8,18
yong ge,7E9ED0F1,university of north carolina at charlotte,0616AB9C,18
paul c van oorschot,25CE5BFE,carleton university,03FED160,18
claudia perlich,09D303D9,ibm,4FF45383,18
limsoon wong,838A0415,national university of singapore,09E3EE34,18
jack h lutz,7650CC3B,iowa state university,0A5DAC76,18
susan horwitz,75B08B78,university of wisconsin madison,0810AAFA,18
nina mishra,7EA13224,microsoft,4CE6FC2D,18
alon y levy,80D81649,university of washington,0C01DCFD,18
claudio s pinhanez,13219C76,ibm,4FF45383,18
simeon j simoff,2BCF68A7,university of western sydney,03C9544D,18
richard e hank,0FA04B05,university of illinois at urbana champaign,0966B229,17
hsunping hsieh,7DBE3A96,national taiwan university,00FF56A8,17
rynson w h lau,7D709FF2,city university of hong kong,0A0E755C,17
joseph goguen,7AF08014,university of california san diego,0229448F,17
raffaele perego,62606AFB,istituto di scienza e tecnologie dell informazione,0754B26A,17
nicole b ellison,7B74F52D,michigan state university,0532D181,17
wolfgang de meuter,05950D25,vrije universiteit brussel,00CD8766,17
wanli ouyang,7F790F6C,the chinese university of hong kong,0A97E0C1,17
christoph trattner,14015C97,graz university of technology,003E7116,17
mark s drew,814438D0,simon fraser university,0112E226,17
mayank goel,7D32887E,university of washington,0C01DCFD,17
rosta farzan,830CD2F9,university of pittsburgh,0A2510E5,17
gary hsieh,7DEBC1BD,carnegie mellon university,0477FFD3,17
jon m kleinberg,28912C51,carnegie mellon university,0477FFD3,17
robert grossman,7CE36F02,university of illinois at chicago,0259891E,17
galina jiraskova,0E362A22,slovak academy of sciences,0C601A7F,17
danupon nanongkai,10F2ECFF,university of vienna,07BC3356,17
klausrobert muller,77F7EB40,fraunhofer society,004B1FBC,17
craig e wills,7F942C81,worcester polytechnic institute,0661DECB,17
alessandro panconesi,82C105E0,sapienza university of rome,335ED749,17
s c cheung,8003331A,hong kong university of science and technology,0BF77E37,17
quentin jones,79B8995F,new jersey institute of technology,070A58AF,17
robert stevens,7FF89DC6,university of manchester,01B1760F,17
jarek gryz,77191425,york university,0B78A521,17
goetz botterweck,78348F69,university of limerick,0DBD1368,17
serge plotkin,7CEA5CFC,stanford university,05C86094,17
sarfraz khurshid,85DB5B81,university of texas at austin,05282E0D,17
linda m northrop,2B02E49C,software engineering institute,06D74A38,17
jaideep vaidya,810532C5,rutgers newark,026778A2,17
victor vianu,0916DE4A,university of california san diego,0229448F,17
allison lewko,796A399C,university of texas at austin,05282E0D,17
meikel poess,0A49A618,oracle corporation,500B3463,17
ole sejer iversen,7ACECABE,aarhus university,0C2DEF79,17
robert l nord,2958D38A,software engineering institute,06D74A38,17
jun xu,8516FC83,georgia institute of technology,07CA5884,17
moira burke,80744BA3,carnegie mellon university,0477FFD3,17
didier colle,8007A92F,ghent university,01F164D0,17
zhenfu cao,7FC94B6B,shanghai jiao tong university,0AE9651A,17
scott bateman,804BFEDF,university of saskatchewan,01F1D439,17
jarek rossignac,798520DB,georgia institute of technology,07CA5884,17
apu kapadia,7EC24F59,indiana university bloomington,09DC92C5,17
thorsten karrer,79846D83,rwth aachen university,34ED541F,17
vinod vaikuntanathan,81E931F3,massachusetts institute of technology,03D00B37,17
hanoch levy,80173F55,tel aviv university,00FA1C18,17
xianghua ding,7D0CEC1C,fudan university,017C99DB,17
gregory piatetskyshapiro,0DFFD556,new york university,0368E8BE,17
rudolf bayer,7C06308D,technische universitat munchen,03C0079C,17
xiaojuan ma,8174B219,princeton university,01328BF3,17
alexandros biliris,1E21C657,at t,4C7A9B63,17
hsinchun chen,809C8E9F,university of arizona,0839CEE3,17
marcelo cintra,7FC67783,university of edinburgh,05E1B1D9,17
jiming chen,80DF5EF9,zhejiang university,0489A984,17
prasad tetali,081007F2,georgia institute of technology,07CA5884,17
ugo dal lago,17287D25,university of bologna,008ED3A6,17
serge gaspers,713654D8,vienna university of technology,08B17323,17
leana golubchik,0F8803D7,university of southern california,0011EAC4,17
tao yang,860DA6D2,university of california santa barbara,09368EC9,17
antonis a argyros,0C7BECDA,university of crete,08802AB2,17
ashwin machanavajjhala,7B995DCC,yahoo,4F05DC4B,17
holly rushmeier,0F6CBAB1,yale university,01F71AD0,17
anirban dasgupta,7F70E798,yahoo,4F05DC4B,17
andrea fusiello,09F24CF7,university of verona,071E8012,17
costin raiciu,0D51713C,university college london,02B09E25,17
kaiyin cheng,8096751C,national taiwan university,00FF56A8,17
geertjan houben,7A90108C,delft university of technology,05DCD65A,17
tal rabin,7DADBDED,ibm,4FF45383,17
heiko schuldt,78F58A77,university of basel,001C3B8F,17
ada waichee fu,8621721C,the chinese university of hong kong,0A97E0C1,17
manfred opper,74B9CAB6,aston university,0A15C811,17
robert p kurshan,036D7AAE,bell labs,044C0559,17
lizhu zhou,7FADF361,tsinghua university,05E79D01,17
paul l rosin,8112F252,cardiff university,04BD3A9F,17
r van liere,80A29665,college of western idaho,2BECA4ED,17
issei sato,800DD778,university of tokyo,04756336,17
jianke zhu,7EC1FD0D,zhejiang university,0489A984,17
holger hermanns,765D7F69,saarland university,05776AD7,16
bart goethals,76BC9A3F,university of antwerp,08E4D2D6,16
victor dalmau,7E71023D,pompeu fabra university,0A296B1E,16
beechung chen,804BA692,yahoo,4F05DC4B,16
ira assent,08A70995,rwth aachen university,34ED541F,16
adrien bousseau,755ED6F3,french institute for research in computer science and automation,4F10C1EB,16
paul j francis,80105417,australian national university,070DD774,16
christina brzuska,00EB3B0B,tel aviv university,00FA1C18,16
hao jiang,84304D40,boston college,062BC2E4,16
felix heide,7F10A268,university of british columbia,0875EA92,16
diane j cook,862ACF43,washington state university,04592826,16
gerti kappel,7FA90319,vienna university of technology,08B17323,16
tyngluh liu,80904C34,academia sinica,050BB43F,16
volker blanz,806CF26D,max planck society,08EF476D,16
jiwen lu,7F8EC99A,agency for science technology and research,06DE3FEB,16
xiaolong zhang,805862F9,pennsylvania state university,07CB626B,16
vladimir vapnik,788B7D6D,at t labs,4F872588,16
krishna v palem,7A08BAB2,georgia institute of technology,07CA5884,16
michael nebeling,11255D91,eth zurich,021CC5D8,16
patrick lincoln,7865DE75,sri international,4D634C00,16
walid maalej,405CD846,technische universitat munchen,03C0079C,16
michael doggett,7E779654,lund university,0B2D8123,16
guoying zhao,80149140,university of oulu,05DD2DB2,16
chandra krintz,7A4B16C0,university of california santa barbara,09368EC9,16
manuel costa,839073BB,microsoft,4CE6FC2D,16
liusheng huang,811F3D3C,university of science and technology of china,078A8AE9,16
shirish tatikonda,782AE04A,ohio state university,031EE95E,16
perry cheng,7FCE68ED,ibm,4FF45383,16
dimitris plexousakis,6843208C,university of crete,08802AB2,16
pearl pu,800FD3F6,ecole polytechnique federale de lausanne,004E3300,16
benjamin b kimia,86087A0E,brown university,01A842AA,16
rasmus tamstorf,7B1CE885,walt disney animation studios,4DA1E761,16
a n rajagopalan,76F025F4,indian institute of technology madras,017889A7,16
le gruenwald,82751037,university of oklahoma,0084A3B8,16
tseyu yeh,800281BF,university of michigan,01A8C383,16
dan port,7DF69E35,university of hawaii,4F5B50D5,16
fabricio benevenuto,75D18AC8,universidade federal de minas gerais,06918666,16
geraldine fitzpatrick,8015455A,university of sussex,09B136B8,16
sameh elnikety,784674DD,microsoft,4CE6FC2D,16
bruce porter,80DE24CC,university of texas at austin,05282E0D,16
andrei z broder,8561EDC1,new york state department of environmental conservation,4D4B6A15,16
james j thomas,806F8A7C,pacific northwest national laboratory,088001DA,16
alexander pretschner,667D262A,eth zurich,021CC5D8,16
joel i seiferas,0BFE32A4,university of rochester,005237C4,16
haiying shen,7D856181,clemson university,007B4591,16
ming zhang,7F5AD428,microsoft,4CE6FC2D,16
leefeng chien,7D2E9392,academia sinica,050BB43F,16
wangmeng zuo,7BED50F2,harbin institute of technology,0C37CBAD,16
jose a olivas,802E5D1B,university of castilla la mancha,04B854A6,16
chusong chen,811A1072,academia sinica,050BB43F,16
paul ammann,75EA3FB7,george mason university,09B2D407,16
p anandan,81322D53,yale university,01F71AD0,16
ingolf h kruger,7F77B52F,university of california san diego,0229448F,16
shojiro nishio,7DD45A3B,osaka university,05DBB954,16
corina sas,7CD7146C,lancaster university,0404AD5B,16
peter a dinda,7C8AA34D,northwestern university,06ACAD91,16
daniela damian,7CEE3DA0,university of victoria,0CA4B187,16
viet tung hoang,80A18D95,university of california davis,050513B0,16
j ramanujam,7C29D74F,louisiana state university,0742D5C5,16
slobodan ilic,7E7D4118,technische universitat munchen,03C0079C,16
stan matwin,82DDE50E,university of ottawa,09299093,16
krystian mikolajczyk,7A8B1944,university of surrey,01AFAF1B,16
barak a pearlmutter,80A2B74E,hamilton institute,01932344,16
shantanu h joshi,7EC4878C,university of california los angeles,099D876D,16
shai bendavid,54078239,technion israel institute of technology,0A63B3A3,16
amitabha mukerjee,7E9A2CD4,indian institute of technology kanpur,059DE5E4,16
satoshi nakamura,7FF6D69E,tohoku university,0C03398D,16
rajiv gupta,7D4F6074,university of arizona,0839CEE3,16
subbarao kambhampati,7524ECD6,arizona state university,0352694C,16
kevin fall,7C5C4357,intel,500F4F9C,16
felipe huici,81535721,nec,070DD5D4,16
alfred kobsa,2539DF7C,university of california irvine,0C2C9DD2,16
jonathan i maletic,12DAB89A,kent state university,08EF72DE,16
gennaro parlato,7CA84C9A,university of southampton,0296D744,16
marc a smith,7E4F19AF,microsoft,4CE6FC2D,16
hongjun lu,8458614E,national university of singapore,09E3EE34,16
xiaolei li,81A419ED,university of illinois at urbana champaign,0966B229,16
helena mentis,6492F1EA,microsoft,4CE6FC2D,16
raghu machiraju,79CE7AA4,ohio state university,031EE95E,16
david e goldberg,7D5455A7,university of illinois at urbana champaign,0966B229,16
arnaud doucet,765F6503,university of british columbia,0875EA92,16
wangchiew tan,80724BF4,university of california santa cruz,0B08755E,16
sebastian pado,0C2ADD4F,university of stuttgart,05F6E42A,16
mark perry,7CE8E52C,brunel university london,038AE3AA,16
nadir weibel,802AF10C,university of california san diego,0229448F,16
william aiello,757DEE09,at t labs,4F872588,16
henri e bal,7DDFD98B,vu university amsterdam,339CD1B3,16
alec wolman,7DCF5289,microsoft,4CE6FC2D,16
suhas diggavi,80FE0794,university of california los angeles,099D876D,16
kohei honda,81342A2C,queen mary university of london,09EA1A37,16
eva hornecker,28BD4EF1,university of strathclyde,0AD3BA36,16
vicki l hanson,7E0839B5,university of dundee,0A968F8B,16
ali mili,8022F8C0,new jersey institute of technology,070A58AF,16
sebastian rudolph,7E0AEE9D,karlsruhe institute of technology,0619822C,16
charles zhang,8287F5DB,hong kong university of science and technology,0BF77E37,16
gregory neven,787E8A78,ibm,4FF45383,16
thomas ellman,510C57B5,rutgers university,06194FDE,16
andrew b watson,7ED53AAF,ames research center,4C5370B9,16
chiwing fu,7F446301,nanyang technological university,0A4ACFBD,16
tao jiang,80C9944F,university of california riverside,062D596B,16
rakesh kumar,82432F25,university of illinois at urbana champaign,0966B229,15
rakesh agrawal,7F624C4C,microsoft,4CE6FC2D,15
thomas w malone,817FDF52,massachusetts institute of technology,03D00B37,15
frank thomson leighton,81D40B35,massachusetts institute of technology,03D00B37,15
david sarne,7FBBF220,bar ilan university,00D4F325,15
sean peisert,75BBA996,university of california davis,050513B0,15
lidan shou,7E430730,zhejiang university,0489A984,15
martin halvey,588ABCD2,university of glasgow,00784876,15
pavel avgustinov,13C45022,university of oxford,02642F55,15
jeffrey p bigham,8476C1EF,university of washington,0C01DCFD,15
thomas schwentick,05DEC696,technical university of dortmund,0BF0D6C3,15
nina taft,75E77DE8,intel,500F4F9C,15
joshua sunshine,7FDB2AAD,carnegie mellon university,0477FFD3,15
ahmed nabil belbachir,66D7C3BF,athlone institute of technology,090E69F4,15
amol deshpande,83848A2C,university of maryland college park,03FD8454,15
james bailey,860BCDA8,university of melbourne,09E1988B,15
fan bai,7E8852B4,general motors,070A9F1F,15
john oliensis,062A7E00,nec,070DD5D4,15
octavia camps,048A8C15,northeastern university,00C50601,15
luis a leiva,7F2A440E,polytechnic university of valencia,039459BF,15
rubaiat habib kazi,7E1058F3,national university of singapore,09E3EE34,15
slobodan vucetic,77F44D90,temple university,0507BBD7,15
vittorio ferrari,794DC390,university of brescia,04C3CCF3,15
rosa i arriaga,5E32486F,georgia institute of technology,07CA5884,15
debra j richardson,85ED6B52,university of california irvine,0C2C9DD2,15
sven seuken,3F66C6E6,harvard university,081E3F30,15
feng wu,7E6E1724,microsoft,4CE6FC2D,15
jochen triesch,75CD5778,institute for advanced study,0262EA12,15
mary lou maher,7D2DBA41,university of sydney,07B99BFA,15
anna korhonen,7DC9DDCF,university of cambridge,0003B055,15
martin reisslein,0D84B61A,arizona state university,0352694C,15
christopher d shaw,7F710010,simon fraser university,0112E226,15
jiliang wang,7D79F9A6,tsinghua university,05E79D01,15
abraham bernstein,7DF9EBC7,university of zurich,0C14EACF,15
chris harrison,7E91E8C8,carnegie mellon university,0477FFD3,15
wei zeng,7D8C0DC8,stony brook university,038CB6F6,15
doug decarlo,7E43AE04,rutgers university,06194FDE,15
jian yang,854124D1,nanjing university of science and technology,022B685F,15
fanny chevalier,7E90A62B,university of toronto,0B0ADEB6,15
karl n levitt,7DCAE87F,university of california davis,050513B0,15
dafna shahaf,4C0410FD,carnegie mellon university,0477FFD3,15
solomon boulos,791BD720,stanford university,05C86094,15
deborah estrin,81388FC0,university of california los angeles,099D876D,15
aleksandra sarcevic,68AA093F,drexel university,045716B5,15
christoph koch,858B2A33,ecole polytechnique federale de lausanne,004E3300,15
kaile su,80FB3887,griffith university,00B28C35,15
nizar habash,78B4AFE7,columbia university,04AF010A,15
gailjoon ahn,7DC51E6A,arizona state university,0352694C,15
manos tsagkias,0C5EA23F,university of amsterdam,34DF872C,15
jane huffman hayes,803899DA,university of kentucky,088AA042,15
greg walsh,7EE12F58,university of maryland college park,03FD8454,15
robert j moorhead,7FBC8D74,mississippi state university,05E740A3,15
philip g emma,7A2934AD,ibm,4FF45383,15
victor r basili,863C0620,university of maryland college park,03FD8454,15
